Sentiment,Tweet
Positive,"IHSG Dibuka Naik, Saham BMRI, CUAN, GOTO Ngebut [URL]"
Positive,"Cetak Pertumbuhan Laba, 32 Analis Rekomendasikan Buy Saham BMRI [URL]"
Positive,"IHSG Bisa ke 6.821, Rekomendasi Saham ADRO hingga BMRI [URL]"
Positive,[USERNAME] bmri turun dhn performa lbih apik
Positive,[USERNAME] Megang BMRI aja nder
Positive,"Direktur Corporate Banking BMRI, Susana Indah menambah kepemilikan sahamnya sebanyak 150.000 lembar saham. [URL]"
Positive,"Sigit Prastowo, Direktur Keuangan &amp Strategi PT Bank Mandiri (Persero) Tbk (BMRI), membeli 225.000 saham BMRI dengan harga Rp5.875 per saham pada 7 September 2023. Setelah transaksi tersebut, Sigit Prastowo memiliki 6.113.800 saham BMRI. [HASHTAG] [HASHTAG] [HASHTAG] [URL]"
Positive,"IHSG Dibuka Naik, Saham BBRI, BMRI, AMMN Cuan [URL]"
Negative,Dalam artian ini khusus big bank ya $BBCA $BBRI $BMRI | $BBNI ? ya bolehlah Tanda-tanda penurunan saham bank sudah mulai terlihat dari rilis laporan keuangan Q3/2023
Negative,"[USERNAME] Yu dah punya BBCA, BMRI atau BNGA bisa dilepas..."
Neutral,Bbri atau bmri
Positive,"Agus Dwi Handaya, Direktur Kepatuhan &amp SDM PT Bank Mandiri (Persero) Tbk (BMRI), membeli 171.000 saham BMRI dengan harga Rp5.850 per saham pada 7 September 2023. Setelah transaksi tersebut, Agus Dwi Handaya memiliki 6.755.100 saham BMRI. [HASHTAG] [HASHTAG] [HASHTAG] [URL]"
Neutral,"IHSG Turun Tipis Tertekan BBRI-BMRI, Saham BBCA, MEDC, AMAN Naik [URL]"
Positive,"IHSG Uji Level 6.900, Saham BMRI Sampai UNTR jadi Rekomendasi - Bursa [URL] [URL]"
Positive,"IHSG Uji Level 6.900, Saham BMRI Sampai UNTR jadi Rekomendasi [URL]"
Positive,"IHSG Ditutup Melejit, Saham BBRI, BMRI hingga PMMP Milik Kaesang Makin Cuan [URL]"
Positive,"IHSG Diprediksi Lanjut Menguat, Cek Rekomendasi Saham BBRI, BMRI, hingga CTRA [URL]"
Positive,"IHSG Diprediksi Lanjut Menguat, Cek Rekomendasi Saham BBRI, BMRI, hingga CTRA [URL]"
Negative,"Saham BBCA, BMRI dan GOTO Paling Banyak Dilepas Asing di Tengah Kenaikan IHSG [URL] [HASHTAG]"
Positive,"IHSG Hari Ini Berpeluang Menguat, Saham BMRI, ERAA hingga MEDC Bisa Jadi Pilihan [URL]"
Negative,"Bang udah bang. IHSG terkoreksi 1,26% pada sesi 1. Gw minus banyak di saham $BMRI, $BBNI, $BBCA, dan $KOKA. [URL]"
Negative,[USERNAME] [USERNAME] megang saham BMRI berdarah2 mending hold atau jual ya? [USERNAME] [USERNAME]
Negative,"Nilai tukar IDR terhadap USD dari 14.992 menjadi 15.944 atau terdepresiasi 2,3% masih terjaga meski cukup signifikan. Sejak pengumuman 3 pasang Calon Capres/Cawapres tadi malam sentimen ke pasar terpuruk 1,5% beberapa saham bluechips terkoreksi spt BBRI, BBCA, BMRI dan AMMN."
Negative,"IHSG Turun ke 6.762 Sesi I, Tertekan Saham BREN, BMRI, MEDC [URL]"
Neutral,"[USERNAME] lebih enak “jangka panjang” yg mana? $BREN market cap 539 T, laba setahun (2022) 1,4 triliun, atau $BMRI market cap 536 T laba setahun (2022) 41 Triliun, rasio dividen 60%"
Neutral,View IHSG saham BBCA BBRI BMRI BBNI GOTO Rupiah Pilpres 2024 [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]
Positive,[USERNAME] Beli saham bmri/bbca/bbri
Negative,"Loyo Sepekan Terakhir, Bagaimana Rekomendasi Saham BMRI, BBRI, BBNI, dan BBCA? [URL]"
Negative,"Harga Saham Bank Jumbo (BMRI, BBRI, BBCA, dan BBNI) Lesu, Apa Penyebabnya? [URL]"
Positive,2024 : 1.000.000 lembar saham BBRI &amp ADRO
Positive,"Rumah, mobil, saham BBRI 1000 lot, tanah, duit 1M"
Positive,"[USERNAME] Yang ingat dan ikut rekomendasi partai socmed beli coin rugi berapa, ayo ngaku...! Saat itu aku beli saham BBRI udah cuan 15℅, belum termasuk deviden."
Positive,"SiAdek maret lalu kuomeli karena jual $BBRI puluhan ribu lembar, kubilang untuk invest jangka panjang saja, dividen juga gede dan rutin. Eh, semalam ngundang syukuran rumah baru wkwkwkkw, dipake bangun rumah ternyata. Alhamdulillah...."
Positive,"Kyknya enak kalo punya uang 2m dibeliin saham itmg/sektor tambang, 2m dibeliin bbri, hidup dari deviden 400jt minimal didapat dari setahun enak kyknya. Ngandai aja dulu kesampean kagak jg gapapa"
Positive,"Sederhana saja ya Allah. Pasangan sholehah, saham bbri 2000 lot, bbca 500 lot, forex 30% per bulan."
Positive,bbri siyap beri dividen interim awal 2024: ths s4 k 5750 (tertinggi): padahal sebagian besar investor n trader saham dah hanyut jauh dari Jakarta: santa claus rally nyaris spanjang Desember 2023 seh: [URL]
Neutral,[USERNAME] bbri jual tgl 2 dpt dividen ga bg?
Positive,2024 pegang bbri sama amrt ajalha klo gitu
Negative,BBRI cum date hari ini tapi sahamnya segitu-gitu aja harganya 😌
Positive,Ahir tahun with $BBRI 😇 [URL]
Positive,"10 saham paling banyak diborong asing di 2023, BBRI tertinggi [URL]"
Positive,Saham bbri gile juga naiknya😌
Negative,[USERNAME] dahlah dividen BBRI masih ga brasa kalo utk ritel
Positive,Shm! Bagi-bagi dividen di akhir tahun... Mantap $BBRI! [URL]
Positive,Hari ini cum dividen di Pasar Reguler! PT Bank Rakyat Indonesia (Persero) Tbk (BBRI) akan membagikan dividen interim untuk tahun buku 2023 sebesar Rp84 per saham. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]
Positive,sy pantau bbri tdk turun2😭☝🏻
Neutral,Hari Ini Jadwal Dividen Interim $BBRI [URL]
Neutral,Akhir Tahun ngetes spekulasi selling and Buy GOTO sama BBRI. Beli dan Jual Tidak terburu-buru. Demi keyakinan hahaha Good unti Canceled!!
Neutral,Agenda Bursa Hari ini: Cum Dividen BBRI hingga RUPS TPIA (29 Desember 2023) [URL] [URL]
Positive,Catat! Hari Ini Cum Date Dividen Interim BBRI [URL]
Positive,"Hari Ini Cum Dividen BUMN BRI (BBRI) Rp12,73 Triliun [URL]"
Positive,Marhaban ya dividen Dividen minal BBRI
Positive,Ga berasa ya udh mau dpt dividen lagi. BBRI emang paling gercep kalo bagi2 dividen 😂
Positive,Pemegang saham BBRI bersiap untuk menerima dividen interim yang akan dibagikan pada 18 Januari 2024. [URL] [HASHTAG] [HASHTAG] [HASHTAG]
Positive,bbri ath nihhh🥳
Positive,"Terima kasih 2023 terutama untuk yang sangat berkontribusi bagi hidup saya antara lain BNB, BTC, AAVE, GOTO, BBRI, BBCA, BMRI, BBNI, JAGO, BREN, ITMG dan lain lain Kita kooperatif lagi ya 2024 :)"
Positive,Ga sia sia aing nyerok BBRI jaman covid di harga 3.800an
Positive,Pemegang saham PT Bank Rakyat Indonesia (Persero) Tbk (BBRI) atau BRI bersiap untuk menerima dividen interim yang akan dibagikan oleh perseroan. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]
Neutral,"Mendekati pergantian tahun, PT Bank Central Asia TBK (BBCA) atau BCA, PT Bank Rakyat Indonesia Tbk (BBRI) atau BRI, dan PT Bank Mandiri TBK (BMRI) atau Bank Mandiri mengumumkan penyesuaian jadwal operasional. [URL]"
Positive,"Dividen Hunter wajib tau!! Dipertengahan Januari tahun depan, ADRO dan BBRI merencanakan pembagian keuntungan berupa dividen. BBRI memberikan dividen sebesar IDR84/saham dan ADRO memberikan dividen sebesar Rp100.98/saham. Menarik kan! Biar ga ketinggalan, yuk catat tanggalnya! [URL]"
Positive,"2020 lalu punya bbri cuma 4 lot, gapernah diapa-apain dan sekarang cuannya udah 800an ribu 🥲 how i wish i started to be consistent much earlier.. but that’s really ok!!!!"
Positive,Pen ambil BBRI tdk keburu mabur udah ATH BBNI nanggung
Positive,kesayangan all time high lagi $bbri
Positive,"Kaget bgt BBRI naiknya kenceng banget, window dressing kah?"
Positive,Ayok bbri bbca ath yok
Positive,[USERNAME] [USERNAME] King bbca sama queen bbri beli sambil merem juga terbang 🤣
Neutral,"Bank Rakyat Indonesia (Persero) Tbk (BBRI) bersiap menyambut libur Natal 2023 dan Tahun Baru 2024 (Nataru), dengan konsistensi memberikan layanan yang memudahkan nasabah. [HASHTAG] [HASHTAG]"
Neutral,Hari ini ex dividen IPCC. Besok Kamis cum dividen ADRo dan Jumat RUPS TPIS dan MTFN. Cum dividen BBRI.
Positive,"terbaru. Ini menunjukkan betapa kuatnya posisi BBRI dalam industri perbankan di Indonesia. Teruslah berinovasi dan memberikan yang terbaik untuk para nasabah, BBRI! 💪 🏼 🏦"
Positive,terbaru. Ini menunjukkan komitmen dan kepercayaan yang tinggi dari para nasabah terhadap BBRI. Teruslah berinovasi dan memberikan layanan terbaik untuk mempertahankan posisi sebagai bank terkemuka di Indonesia!
Positive,terbaru. Ini menunjukkan komitmen kuat BBRI dalam mendukung pertumbuhan ekonomi Indonesia. Semoga tahun depan bisa lebih baik lagi!
Positive,"Catat, Cum Dividen Jumbo ADRO-BBRI Pekan Ini [URL]"
Positive,"*BBRI* PT Bank Rakyat Indonesia Tbk membagikan deviden interim sekitar 1.51% atau IDR84 serta tgl cum 29 Desember 2023. Secara chart weekly, harga skrng 5675 berada diatas line MA5, 5470 sebagai harga konsolidasi uptrend untuk support MA20 5348 dan resisten candle 5750 TP 5900."
Positive,"[HASHTAG] pekan depan market akan dapat 2 event dividen, yaitu [HASHTAG] sekitar 194/shr 28/12 dan [HASHTAG] 84/shr 29/12 [URL]"
Positive,"Saham BBRI, AMMN hingga ANTM Paling Diburu Investor Asing di 2023, Cek Lengkapnya [URL]"
Neutral,Buat Kamu yang Galau Pilih Dividen Adaro (ADRO) atau BRI (BBRI) [URL]
Positive,"Soalnya, ada kok beberapa saham di BEI yang growthnya long term, misalnya nih: $BBCA $BBRI $SMSM $MERK $TOTO Yaps 2 saham terakhir memang udah nggak terlalu likuid, tapi growthnya stabil sih. Ini tipe-tipe saham jadul yang growth."
Positive,"Saya ngumpulin emiten2 bagus, Di masing2 sektornya, Nnti kalo di kasi kesempatan sesuai kondisi yg saya mau, Saya pasti entry Emiten bagus menurt sya ITMG SMDR SILO MIKA AKRA AMRT MIDI BRIS AVIA CPIN BMRI BBRI BBNI BBCA INTP ICBP INDF TLKM Banyak lagi, saya gk kekurangan WL"
Positive,"[USERNAME] [USERNAME] Kenapa ga pilih PKS om, selalu konsisten ketika jadi oposisi, pengkaderan bagus, suara selalu naik sejak ikut pemilu 99, ibarat saham fundamental bagus kyk BBCA atau BBRI."
Positive,"ADRO dan BBRI Jadwalkan Cum Dividen Pekan Ini, Jangan Sampai Ketinggalan [URL]"
Positive,[USERNAME] BBRI bro. Ada sampe pelosok indonesia
Positive,[USERNAME] Klo di kasih 2 pilihan itu ya milih BBRI lah dari Sabang - Merauke ada
Positive,suhunya bank ya BBRI
Neutral,Bagi nasabah dapat mengakses daftar kantor tersebut pada link [URL] [HASHTAG] [HASHTAG]
Positive,"[USERNAME] BBRI, simpel aja, semua orang dari kota sampai pelosok desa mereka tahu Bank BRI"
Positive,"Saham $BBRI, Wadidaw banget nih! Mid-long term. Disclaimer on ya guys! [URL]"
Positive,[USERNAME] Yang baca thread ini auto beli BBRI ✍️
Positive,[USERNAME] bbri lah
Positive,"Saham Favorit Asing 2023 Mulai BBRI, BBNI, BUMI, hingga BUKA [URL]"
Positive,"BBRI, daripada BMRI. 16 Maret 2023 = Bottom Entry 1 November 2023 = Nangkep Piso Jatoh. Makasih banyak cuannya BBRI☺🙏🏼 [URL]"
Positive,"[USERNAME] BBRI sih jelas, sayang aja non syariah"
Positive,"[USERNAME] Ga harus hu, bisa 10k BBRI kok 🤣"
Neutral,"Selengkapnya, cek link yang tadi aku ceritain Grace Groner ini ya + bonus simulasi dengan saham $BBRI untuk skema saham dividen modal kecil: [URL]"
Positive,[USERNAME] Saham bbri/bbca aja kali ya
Positive,"[USERNAME] For now, buat barang invest lagi pegang di BBRI, ASII, INDF. Sisanya paling barang swing lucu-lucu aja, hehe."
Positive,[USERNAME] Pengennya kasih BBRI tapi belum kesampaian
Positive,"setelah w hitung2 kalo punya uang satu miliar keknya mending all in beli saham BBRI daripada bangun kos kosan capital gain BBRI satu tahun itu minimal 10% ditambah dividen 5% brrti dalam satu tahun : 1 miliar x (10+5)%= 150 jt atau 12,5jt/bulan abuset bisa stay at home aje 😅"
Positive,"[USERNAME] [USERNAME] Penyumbang deviden BBRI ternyata teman dekat, lanjutkan Makin banyak kur, makin mantab"
Negative,$BBRI $BBNI Sama-sama bank himbara Sama-sama bentukannya mirip Mau ambruk bareng gak? 🤣 [URL]
Positive,[USERNAME] Mending buat nyicil bbri ya 😏
Neutral,"Bank Rakyat Indonesia Umumkan 5 Pemenang Acara Pengusaha Muda BRILiaN 2023, Siapa saja Ya? Agenda BBRI ini dapat Buat UMKM Naik Kelas! Skuy Simak Sob [URL]"
Neutral,"Masalahnya gini: - bayangin lu punya average BBCA di Rp2.000 per saham, kira-kira rela gak taking profit sekarang? - atau pegang saham BBRI dengan average Rp2.000-an juga, kira-kira rela taking profit sekarang?"
Neutral,Sikap BBRI hingga BMRI Kala OJK Minta Blokir Rekening Pinjol Ilegal [URL]
Positive,"IHSG Sepekan: Tembus Rekor 2023, Saham Farmasi Tercuan, Saham BBCA-BBRI Terlaris [URL]"
Positive,"[USERNAME] Tambahin aja lot bbri nya nder, terus rampinginn ajaa, jual 4 emiten."
Positive,[USERNAME] [USERNAME] holder bbca &amp bbri sejak 2005 [URL]
Neutral,"Cek Porto $bbri wes kejual sekalinya,iseh 4 hr kedepan buat cari pengganti"
Positive,"[USERNAME] BBRI ADRO, lagi mau bagi dividen 😋"
Positive,ATH bisa si $BBRI
Positive,Mantep banget bbri
Positive,"Seandainya uang ini dimasukkan ke instrumen ini, maka potensi passive income : 1. Deposito --&gt 1.25jtan/bln 2. Obligasi Negara --&gt 3.5jtan/bln 3. Obligasi Korporasi --&gt 5jtan/bln 4. Saham -POWR --&gt 5.9jtan/bln -PTBA --&gt 7.8jtan/bln -BBRI --&gt 3.1jtan/bln -ITMG --&gt 7.5jtan/bln"
Positive,BBRI saya nembus segini. Nyesel banget gak all in. 😤 [URL]
Neutral,"Wakil Direktur Utama BRI Catur Budi Harto:program merupakan bagian aksi nyata BRI dalam pemulihan pelestarian ekosistem berkelanjutan [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG], [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]"
Positive,"ADRO, BBRI &amp IPCC Tebar Dividen, Investor Ritel Wajib Perhatikan Hal Ini [URL]"
Positive,"BBRI kok naik terus ini kapan turunnya? Yuk, lah, turun dulu sebentar."
Neutral,UMKM EXPO(RT) BRILIANPRENEUR 2023: Sinergi Bersama Diperlukan Untuk Membawa UMKM Go Global [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]
Positive,"[USERNAME] Beliin BBRI, bobo cantik aja seharian"
Positive,"750jt buat BBCA, BBRI udah jadi pengangguran ganteng bruhh 😭😭😭"
Positive,"IHSG Dibuka Menguat usai BI tahan Suku Bunga Acuan, Saham BBRI, GOTO &amp ASII Cuan [URL]"
Neutral,"Stock Picks 22 Desember 2023 BBRI Spec Buy dengan support 5475 cut loss jika break di bawah 5375, jika tidak break di bawah 5475, potensi naik 5675-5775 short term. [HASHTAG] [HASHTAG] [HASHTAG] Disclaimer: [URL]"
Positive,"IHSG Berpeluang Menguat ke 7.225, Cek Rekomendasi Saham ADRO, BBRI, CPIN hingga UNTR [URL]"
Positive,"ADRO dan BBRI Tebar Dividen Akhir Tahun, Segini Jumlahnya [URL]"
Positive,[USERNAME] Sama ini baru mikir mending beli smartwatch apa BBRI
Neutral,[USERNAME] [USERNAME] sekarang BBRI lagi di pucuk ga bang
Positive,"ADRO dan BBRI Tebar Dividen Akhir Tahun, Segini Jumlahnya [URL]"
Positive,"IHSG Naik Jelang Hasil RDG BI, Saham BBCA, ASII, BBRI Fluktuasi [URL]"
Positive,"BRI (BBRI) Siap Bagikan Dividen Interim Rp 12,7 T, per Sahamnya Segini [URL]"
Neutral,"[USERNAME] kalo ngeswing di bluechip sambil liat foreign flow nder, kayak kemaren di BBRI dari agustus sampe oktober foreign outflow terus dan itu sejalan dengan sahamnya yg ikut turun, jadi saat foreign udh selesai outflow nya dan mulai inflow lagi disitulah kita cari entry pointnya"
Positive,"ini maksudnya di shm bluechip ky bbri atau bbca yaa, bukan yg gorengan😭😭 wicis harganya cenderung stabil:))) shm! [URL]"
Positive,"[USERNAME] 20jt aja masukin ke BBRI/BBCA buat belajar🙂 biar belajar ngeri sedep, tapi belum sampai jantungan gak bisa nafas"
Positive,"Masukin BBRI, tinggal terima dividen aja dah. 😂"
Positive,"Hore! Pemegang Saham BBRI Bakal dapat Dividen Interim Rp 12,7 Triliun [HASHTAG] [URL]"
Positive,Woow! Kabar Baik! Pemegang Saham BBRI Bakal Dapat Dividen Interim Triliunan Rupiah [URL]
Neutral,"BMRI relatif lebih konsisten pada Dividen Payout Ratio 60%. Hanya bagi dividen sekali setahun. Sedangkan BBRI belakangan ini &gt 50%. Namun, ada dividen interim dan final. Mau jadi dividen investor atau dividen hunter? Pilihannya akan berbeda."
Positive,"[USERNAME] Saham bluechip aja kayak BBRI, BBCA, selebihnya bisa cari tau sendiri di yutub atau bljr saham dari ig"
Positive,"[USERNAME] Btw, gede juga kupon ORI bisa buat beli BBRI. Traktir aku kopi bisa kali, Sis. 🤣🤣"
Neutral,Dividen Interim BBRI 2023 dan Rekam Jejaknya [URL]
Positive,[USERNAME] BBCA setahun 8% BBNI setahun 10% BMRI setahun 17-18% BBRI 13% BRIS 70% setahun
Neutral,[USERNAME] BBRI per lot berapa sih kak? Keren banget bagi kuponnya udah bisa buat beli saham.. [URL]
Neutral,#NAME?
Positive,"Mau Bagiin Dividen Interim, Saham BBRI Tembus Rp 5.700 [URL]"
Positive,"BBRI akan bagikan dividen interim Rp84/saham (vs. dividen interim BBCA Rp42.5/saham) pada 18 Jan 2024. Tipe anak pasif ga bisa trading ngandelinnya kupon SBN, dividen, sama capital gain. Itung-itung manifesting menikmati passive income ketika pensiun nanti."
Positive,Kupon perdana ORI024 udah masuk rekening - Jajan hedon ❌ - Beli BBRI ✅
Positive,Dividen interim BBCA udah masuk RDN - Self reward akhir tahun ❌ - Beli BBRI ✅
Positive,"Kabar Baik! Pemegang Saham BBRI Bakal Dapat Dividen Interim Rp12,7 Triliun [URL]"
Positive,Gacor ya BBRI 3x bagi dividen tahun ini 👏
Positive,"Indeks Bisnis-27 Dibuka Menguat, Saham MDKA hingga BBRI Perkasa [URL]"
Positive,"IHSG Dibuka Melonjak Jelang RDG BI, Saham BBRI, BRPT hingga GOTO Jadi Penopang [URL]"
Positive,"4 saham yang akan bagi-bagi dividen interim: $BBRI Rp 84 per saham. DY = 1,51% $ADRO Rp 200 per saham. DY = 7,73% $IPCC Rp 21 per saham. DY = 2,97% $RDTX Rp 745 per saham. DY = 4,92% DY = perkiraan Dividen Yield Semoga bermanfaat 😊"
Positive,"Hore ! Pemegang Saham BBRI Bakal Dapat Dividen Interim Rp12,7 Triliun, Wah Bisa Untuk Investasi Lagi di BRI [URL]"
Negative,"Saya tidak suka melihat data laba BUMN naik sekian, turun sekian. Karena kerugian BUMN konstruksi seakan-akan tertutupi oleh kenaikan laba bank BUMN Lihat: Laba BMRI Rp39 Triliun Laba BBNI Rp15 triliun Laba BBRI Rp 44 T tapi rugi WIKA 5T WSKT rugi Rp 2,8T WSKT rugi Rp 2,8T [URL]"
Positive,"Kabar Baik! Pemegang Saham BBRI Bakal Dapat Dividen Interim Rp12,7 Triliun - [URL] [URL]"
Positive,"[USERNAME] Masih bakal ada kak kayaknya, kalau kak nu pegang bbri ini lagi bagi interim jadi masih bakal tp terus naik lagi, kayaknya Desember ini mayan aman"
Positive,"PT Bank Rakyat Indonesia mengumumkan akan membagikan dividen interim bagi pemegang saham BBRI pada awal 2024. BRI akan membagikan dividen interim dengan nilai total Rp12,7 triliun atau sebesar Rp84 per lembar saham. [HASHTAG] [URL]"
Positive,AAAAAAA aku senang sekali HARI INI AKU BUY BBRI NYONG terus tbtb bri muncul berita bahagia 🥰kemarin jum'at baru sell bbri&amp bbca Bren udah aku lepas aku hepi
Neutral,"7 Trik Cuan dari Saham Bank Rakyat Indonesia, BBRI Bukan Sekedar Stock Dividen! Selengkapnya [URL] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]"
Positive,Udah siap pesta cuan Sobat Bisnis? PT Bank Rakyat Indonesia (Persero) Tbk. (BBRI) akan membagikan dividen interim Tahun Buku 2023 sebesar Rp84 per lembar saham kepada pemegang saham. [URL]
Positive,"Bank Rakyat Indonesia Siap Bagikan Dividen Interim Pemegang Saham BBRI Rp12,7 T, Bukti Komitmen BRI untuk Investor [URL]"
Positive,"Bank Rakyat Indonesia Siap Bagikan Dividen Interim Pemegang Saham BBRI Rp12,7 T, Bukti Komitmen BRI untuk Investor [URL]"
Positive,"KABAR GEMBIRA! Pemegang Saham BBRI Bakal Dapat Dividen Interim Rp12,7 Triliun [URL]"
Positive,"Pemegang Saham BBRI Bakal Dapat Dividen Interim Rp12,7 Triliun [URL]"
Positive,"KEREN! Pemegang Saham BBRI Akan Dapat Dividen Interim Rp12,7 Triliun [URL]"
Positive,"Pemegang Saham BBRI Bisa Tersenyum Lebar, Bakal Dapat Dividen Interim Rp12,7 Triliun, Ini Timeline Pembagiannya [URL]"
Neutral,[USERNAME] BBRI baru 2 tahun terakhir ini bagi dividen interim ya dok
Positive,"BBRI Bakal Tebar Dividen Interim Rp12,7 Triliun [URL] [URL]"
Positive,"Pemegang Saham BBRI Bakal Dapat Dividen Interim Rp12,7 Triliun [URL] [HASHTAG]"
Positive,"Kabar Baik! Pemegang Saham BBRI Bakal Dapat Dividen Interim Rp12,7 Triliun [URL]"
Positive,"Rencana pembagian dividen interim BBRI Rp 84/saham, cum date 29 Desember 2023. [URL]"
Positive,PT Bank Rakyat Indonesia (Persero) Tbk (BBRI) akan membagikan [HASHTAG] interim untuk tahun buku 2023 sebesar Rp84 per saham. BBRI mencatatkan Laba Bersih yang Dapat Diatribusikan Kepada Pemilik Entitas Induk pada 30 September 2023 sebesar Rp43.992.607.172.609. [HASHTAG] [HASHTAG] [HASHTAG] [URL]
Positive,"Kabar Baik! Pemegang Saham BBRI Bakal Dapat Dividen Interim Rp12,7 Triliun [URL]"
Positive,BBRI Akan Bagikan Dividen Interim Tahun Buku 2023 [URL]
Positive,"BBRI Bagi-bagi Dividen Interim Rp12,7 Triliun, Catat Jadwalnya [URL]"
Positive,"Salam Cuan! BRI (BBRI) Tebar Dividen Interim Total Rp12,73 Triliun [URL]"
Positive,Para pemegang saham PT Bank Rakyat Indonesia (Persero) Tbk. (BBRI) siap-siap mendapatkan dana segar di awal tahun 2024 nanti. Bank pelat merah ini bakal menebar dividen interim sebesar Rp84 per lembar saham. Selengkapnya [URL]
